======================================================================
  STANDALONE TRAIN — synthetic, variant M0, hyperparameters from run_098
======================================================================
  sweep summary : /projects/anbu8374/Python-Research/lasp-CU-paper-3/hyper_parameter_sweep/sweep_results_profile_only_synthetic_M0/run_098/summary.json
  HDF5 file     : /gpfs/alpine1/scratch/anbu8374/neural_network_training_data/synthetic_training_data_7-levels_8_May_2026.h5
  output dir    : /projects/anbu8374/Python-Research/lasp-CU-paper-3/standalone_results_profile_only_synthetic/M0_run098_synthetic_training_data_7-levels_8_May_2026_atest
  device        : cuda

  Network input layout: 636 reflectance ⊕ 4 geometry (sza, vza, saz, vaz) ⊕ 3 extras = 643
  Extras status: tau_c=ZEROED | wv_above=ZEROED | wv_in=ZEROED
  Split sizes  : n_val=4199, n_test=4199 (profile-aware)

  Hyperparameters being reused:
    hidden_dims            = [512, 512, 256, 256]
    activation             = gelu
    dropout                = 0.1946
    learning_rate          = 7.970971212070194e-05
    lambda_physics         = 0.0065
    lambda_monotonicity    = 0.1779
    lambda_adiabatic       = 0.063
    lambda_smoothness      = 0.1639
    level_weights          = [5.199148273471455, 3.754462633346129, 3.01285889763222, 2.7850412811874383, 3.01285889763222, 3.754462633346129, 5.199148273471455]
    level_weights_name     = u_shape
    batch_size             = 128
    augment_noise_std      = 0.0208
    n_epochs               = 2500
    scheduler_patience     = 30
    early_stop_patience    = 150
    warmup_steps           = 500
    weight_decay           = 0.0001
    sigma_floor            = 0.01

======================================================================
  K-FOLD MODE — full coverage, K = 20
======================================================================
  n_total = 41991,  fold_size ≈ 2099, n_val per fold = 4199

[Fold 1/20]  train 35,692  val 4,199  test 2,100  → /projects/anbu8374/Python-Research/lasp-CU-paper-3/standalone_results_profile_only_synthetic/M0_run098_synthetic_training_data_7-levels_8_May_2026_atest/fold_01
  Epoch    1 | Train -1.0238 | Val -2.3797 | LR 4.4e-05 | NoImp 0
  Epoch  325 | Train -3.2819 | Val -3.3252 | LR 8.0e-05 | NoImp 11
  Epoch  350 | Train -3.2881 | Val -3.3452 | LR 8.0e-05 | NoImp 16
  Epoch  375 | Train -3.3035 | Val -3.3627 | LR 4.0e-05 | NoImp 7
  Epoch  400 | Train -3.3072 | Val -3.3586 | LR 4.0e-05 | NoImp 13
  Epoch  425 | Train -3.3083 | Val -3.3604 | LR 4.0e-05 | NoImp 7
  Epoch  450 | Train -3.3088 | Val -3.3674 | LR 4.0e-05 | NoImp 21
  Epoch  475 | Train -3.3194 | Val -3.3751 | LR 2.0e-05 | NoImp 7
  Epoch  500 | Train -3.3250 | Val -3.3775 | LR 1.0e-05 | NoImp 0
  Epoch  525 | Train -3.3254 | Val -3.3796 | LR 1.0e-05 | NoImp 20
  Epoch  550 | Train -3.3268 | Val -3.3795 | LR 1.0e-05 | NoImp 5
  Epoch  575 | Train -3.3262 | Val -3.3806 | LR 1.0e-05 | NoImp 9
  Epoch  600 | Train -3.3285 | Val -3.3786 | LR 1.0e-05 | NoImp 7
  Epoch  625 | Train -3.3286 | Val -3.3818 | LR 5.0e-06 | NoImp 32
  Epoch  650 | Train -3.3311 | Val -3.3824 | LR 5.0e-06 | NoImp 4
  Epoch  675 | Train -3.3323 | Val -3.3818 | LR 5.0e-06 | NoImp 29
  Epoch  700 | Train -3.3307 | Val -3.3823 | LR 5.0e-06 | NoImp 54
  Epoch  725 | Train -3.3325 | Val -3.3830 | LR 5.0e-06 | NoImp 79
  Epoch  750 | Train -3.3331 | Val -3.3816 | LR 5.0e-06 | NoImp 20
  Epoch  775 | Train -3.3331 | Val -3.3817 | LR 5.0e-06 | NoImp 4
  Epoch  800 | Train -3.3352 | Val -3.3824 | LR 5.0e-06 | NoImp 29
  Epoch  825 | Train -3.3347 | Val -3.3834 | LR 2.5e-06 | NoImp 7
  Epoch  850 | Train -3.3340 | Val -3.3843 | LR 2.5e-06 | NoImp 32
  Epoch  875 | Train -3.3355 | Val -3.3827 | LR 2.5e-06 | NoImp 3
  Epoch  900 | Train -3.3366 | Val -3.3830 | LR 2.5e-06 | NoImp 20
  Epoch  925 | Train -3.3359 | Val -3.3840 | LR 2.5e-06 | NoImp 13
  Epoch  950 | Train -3.3349 | Val -3.3839 | LR 2.5e-06 | NoImp 38
  Epoch  975 | Train -3.3363 | Val -3.3841 | LR 2.5e-06 | NoImp 16
  Epoch 1000 | Train -3.3377 | Val -3.3848 | LR 1.2e-06 | NoImp 9
  Epoch 1025 | Train -3.3381 | Val -3.3845 | LR 1.2e-06 | NoImp 34
  Epoch 1050 | Train -3.3377 | Val -3.3845 | LR 1.2e-06 | NoImp 3
  Epoch 1075 | Train -3.3378 | Val -3.3842 | LR 1.2e-06 | NoImp 3
  Epoch 1100 | Train -3.3381 | Val -3.3849 | LR 1.2e-06 | NoImp 28
  Epoch 1125 | Train -3.3383 | Val -3.3849 | LR 1.2e-06 | NoImp 53
  Epoch 1150 | Train -3.3373 | Val -3.3848 | LR 1.2e-06 | NoImp 24
  Epoch 1175 | Train -3.3375 | Val -3.3834 | LR 1.2e-06 | NoImp 49
  Epoch 1200 | Train -3.3378 | Val -3.3847 | LR 1.2e-06 | NoImp 74
  Epoch 1225 | Train -3.3373 | Val -3.3852 | LR 1.2e-06 | NoImp 22
  Epoch 1250 | Train -3.3374 | Val -3.3852 | LR 1.2e-06 | NoImp 47
  Epoch 1275 | Train -3.3362 | Val -3.3851 | LR 1.2e-06 | NoImp 72
  Epoch 1300 | Train -3.3384 | Val -3.3847 | LR 1.2e-06 | NoImp 21
  Epoch 1325 | Train -3.3389 | Val -3.3843 | LR 1.2e-06 | NoImp 46
  Epoch 1350 | Train -3.3361 | Val -3.3854 | LR 1.2e-06 | NoImp 71
  Epoch 1375 | Train -3.3400 | Val -3.3843 | LR 1.2e-06 | NoImp 96
  Epoch 1400 | Train -3.3384 | Val -3.3853 | LR 1.2e-06 | NoImp 121
  Epoch 1425 | Train -3.3391 | Val -3.3842 | LR 1.2e-06 | NoImp 146
  Early stop at epoch 1429 (no improvement in 150 epochs)
  Fold 5 done. Mean RMSE = 1.018 μm (best epoch 1278, 1953 s)

[Fold 6/20]  train 35,692  val 4,199  test 2,100  → /projects/anbu8374/Python-Research/lasp-CU-paper-3/standalone_results_profile_only_synthetic/M0_run098_synthetic_training_data_7-levels_8_May_2026_atest/fold_06
  Epoch    1 | Train -0.9901 | Val -2.3678 | LR 4.4e-05 | NoImp 0
  Epoch    2 | Train -2.4980 | Val -2.8992 | LR 8.0e-05 | NoImp 0
  Epoch    3 | Train -2.7107 | Val -2.9321 | LR 8.0e-05 | NoImp 0
  Epoch   25 | Train -3.1172 | Val -3.1711 | LR 8.0e-05 | NoImp 7
  Epoch   50 | Train -3.1688 | Val -3.1960 | LR 8.0e-05 | NoImp 2
  Epoch   75 | Train -3.1955 | Val -3.2514 | LR 8.0e-05 | NoImp 5
  Epoch  100 | Train -3.2140 | Val -3.2564 | LR 8.0e-05 | NoImp 7
  Epoch  125 | Train -3.2272 | Val -3.2763 | LR 8.0e-05 | NoImp 11
  Epoch  150 | Train -3.2343 | Val -3.2970 | LR 8.0e-05 | NoImp 20
  Epoch  175 | Train -3.2482 | Val -3.2877 | LR 8.0e-05 | NoImp 9
  Epoch  200 | Train -3.2552 | Val -3.2802 | LR 8.0e-05 | NoImp 7
  Epoch  225 | Train -3.2627 | Val -3.3219 | LR 8.0e-05 | NoImp 7
  Epoch  250 | Train -3.2683 | Val -3.3127 | LR 8.0e-05 | NoImp 6
  Epoch  275 | Train -3.2746 | Val -3.3172 | LR 8.0e-05 | NoImp 8
  Epoch  300 | Train -3.2797 | Val -3.3350 | LR 8.0e-05 | NoImp 7
  Epoch  325 | Train -3.2860 | Val -3.3204 | LR 8.0e-05 | NoImp 6
  Epoch  350 | Train -3.2879 | Val -3.3249 | LR 8.0e-05 | NoImp 4
  Epoch  375 | Train -3.2907 | Val -3.3281 | LR 8.0e-05 | NoImp 16
  Epoch  400 | Train -3.2980 | Val -3.3429 | LR 8.0e-05 | NoImp 0
  Epoch  425 | Train -3.2992 | Val -3.3219 | LR 8.0e-05 | NoImp 25
  Epoch  450 | Train -3.3155 | Val -3.3433 | LR 4.0e-05 | NoImp 6
  Epoch  475 | Train -3.3190 | Val -3.3504 | LR 4.0e-05 | NoImp 31
  Epoch  500 | Train -3.3205 | Val -3.3522 | LR 4.0e-05 | NoImp 12
  Epoch  525 | Train -3.3229 | Val -3.3479 | LR 4.0e-05 | NoImp 21
  Epoch  550 | Train -3.3302 | Val -3.3582 | LR 2.0e-05 | NoImp 4
  Epoch  575 | Train -3.3326 | Val -3.3512 | LR 2.0e-05 | NoImp 2
  Epoch  600 | Train -3.3325 | Val -3.3572 | LR 2.0e-05 | NoImp 27
  Epoch  625 | Train -3.3394 | Val -3.3624 | LR 1.0e-05 | NoImp 0
  Epoch  650 | Train -3.3390 | Val -3.3616 | LR 1.0e-05 | NoImp 11
  Epoch  675 | Train -3.3401 | Val -3.3585 | LR 1.0e-05 | NoImp 22
  Epoch  700 | Train -3.3371 | Val -3.3624 | LR 1.0e-05 | NoImp 47
  Epoch  725 | Train -3.3415 | Val -3.3606 | LR 1.0e-05 | NoImp 7
  Epoch  750 | Train -3.3417 | Val -3.3605 | LR 5.0e-06 | NoImp 32
  Epoch  775 | Train -3.3423 | Val -3.3629 | LR 5.0e-06 | NoImp 11
  Epoch  800 | Train -3.3453 | Val -3.3632 | LR 5.0e-06 | NoImp 7
  Epoch  825 | Train -3.3438 | Val -3.3632 | LR 5.0e-06 | NoImp 5
  Epoch  850 | Train -3.3445 | Val -3.3628 | LR 5.0e-06 | NoImp 9
  Epoch  875 | Train -3.3454 | Val -3.3624 | LR 5.0e-06 | NoImp 20
  Epoch  900 | Train -3.3443 | Val -3.3630 | LR 5.0e-06 | NoImp 45
  Epoch  925 | Train -3.3440 | Val -3.3632 | LR 5.0e-06 | NoImp 70
  Epoch  950 | Train -3.3464 | Val -3.3640 | LR 5.0e-06 | NoImp 8
  Epoch  975 | Train -3.3474 | Val -3.3638 | LR 2.5e-06 | NoImp 33
  Epoch 1000 | Train -3.3484 | Val -3.3648 | LR 2.5e-06 | NoImp 3
  Epoch 1025 | Train -3.3470 | Val -3.3650 | LR 2.5e-06 | NoImp 6
  Epoch 1050 | Train -3.3476 | Val -3.3644 | LR 2.5e-06 | NoImp 21
  Epoch 1075 | Train -3.3470 | Val -3.3644 | LR 2.5e-06 | NoImp 24
  Epoch 1100 | Train -3.3486 | Val -3.3656 | LR 1.2e-06 | NoImp 49
  Epoch 1125 | Train -3.3475 | Val -3.3654 | LR 1.0e-06 | NoImp 74
  Epoch 1150 | Train -3.3495 | Val -3.3653 | LR 1.0e-06 | NoImp 99
  Epoch 1175 | Train -3.3500 | Val -3.3658 | LR 1.0e-06 | NoImp 124
  Epoch 1200 | Train -3.3488 | Val -3.3651 | LR 1.0e-06 | NoImp 149
  Early stop at epoch 1201 (no improvement in 150 epochs)
  Fold 6 done. Mean RMSE = 1.013 μm (best epoch 1050, 1643 s)

[Fold 7/20]  train 35,692  val 4,199  test 2,100  → /projects/anbu8374/Python-Research/lasp-CU-paper-3/standalone_results_profile_only_synthetic/M0_run098_synthetic_training_data_7-levels_8_May_2026_atest/fold_07
  Epoch    1 | Train -1.0486 | Val -2.4371 | LR 4.4e-05 | NoImp 0
  Epoch    2 | Train -2.5341 | Val -2.9617 | LR 8.0e-05 | NoImp 0
  Epoch    3 | Train -2.7380 | Val -3.0621 | LR 8.0e-05 | NoImp 0
  Epoch   25 | Train -3.1138 | Val -3.2125 | LR 8.0e-05 | NoImp 0
  Epoch   50 | Train -3.1658 | Val -3.1943 | LR 8.0e-05 | NoImp 9
  Epoch   75 | Train -3.1966 | Val -3.2556 | LR 8.0e-05 | NoImp 10
  Epoch  100 | Train -3.2136 | Val -3.2791 | LR 8.0e-05 | NoImp 2
  Epoch  125 | Train -3.2284 | Val -3.2933 | LR 8.0e-05 | NoImp 5
  Epoch  150 | Train -3.2357 | Val -3.2993 | LR 8.0e-05 | NoImp 4
  Epoch  175 | Train -3.2494 | Val -3.3215 | LR 8.0e-05 | NoImp 13
  Epoch  200 | Train -3.2501 | Val -3.3119 | LR 8.0e-05 | NoImp 9
  Epoch  225 | Train -3.2624 | Val -3.3270 | LR 8.0e-05 | NoImp 17
  Epoch  250 | Train -3.2687 | Val -3.3361 | LR 8.0e-05 | NoImp 7
  Epoch  275 | Train -3.2739 | Val -3.3199 | LR 8.0e-05 | NoImp 5
  Epoch  300 | Train -3.2745 | Val -3.3405 | LR 8.0e-05 | NoImp 30
  Epoch  325 | Train -3.2813 | Val -3.3432 | LR 8.0e-05 | NoImp 55
  Epoch  350 | Train -3.2875 | Val -3.3472 | LR 8.0e-05 | NoImp 24
  Epoch  375 | Train -3.3039 | Val -3.3548 | LR 4.0e-05 | NoImp 14
  Epoch  400 | Train -3.3078 | Val -3.3596 | LR 4.0e-05 | NoImp 2
  Epoch  425 | Train -3.3090 | Val -3.3513 | LR 4.0e-05 | NoImp 27
  Epoch  450 | Train -3.3096 | Val -3.3556 | LR 4.0e-05 | NoImp 52
  Epoch  475 | Train -3.3137 | Val -3.3474 | LR 4.0e-05 | NoImp 4
  Epoch  500 | Train -3.3176 | Val -3.3585 | LR 4.0e-05 | NoImp 21
  Epoch  525 | Train -3.3220 | Val -3.3696 | LR 2.0e-05 | NoImp 0
  Epoch  550 | Train -3.3246 | Val -3.3651 | LR 2.0e-05 | NoImp 3
  Epoch  575 | Train -3.3268 | Val -3.3717 | LR 2.0e-05 | NoImp 0
  Epoch  600 | Train -3.3277 | Val -3.3656 | LR 2.0e-05 | NoImp 15
  Epoch  625 | Train -3.3319 | Val -3.3723 | LR 1.0e-05 | NoImp 8
  Epoch  650 | Train -3.3321 | Val -3.3736 | LR 1.0e-05 | NoImp 33
  Epoch  675 | Train -3.3348 | Val -3.3736 | LR 1.0e-05 | NoImp 58
  Epoch  700 | Train -3.3353 | Val -3.3722 | LR 1.0e-05 | NoImp 13
  Epoch  725 | Train -3.3351 | Val -3.3734 | LR 1.0e-05 | NoImp 6
  Epoch  750 | Train -3.3354 | Val -3.3730 | LR 1.0e-05 | NoImp 17
  Epoch  775 | Train -3.3361 | Val -3.3717 | LR 1.0e-05 | NoImp 5
  Epoch  800 | Train -3.3369 | Val -3.3752 | LR 1.0e-05 | NoImp 17
  Epoch  825 | Train -3.3362 | Val -3.3743 | LR 1.0e-05 | NoImp 42
  Epoch  850 | Train -3.3375 | Val -3.3696 | LR 1.0e-05 | NoImp 7
  Epoch  875 | Train -3.3414 | Val -3.3749 | LR 1.0e-05 | NoImp 3
  Epoch  900 | Train -3.3382 | Val -3.3763 | LR 1.0e-05 | NoImp 28
  Epoch  925 | Train -3.3414 | Val -3.3759 | LR 5.0e-06 | NoImp 53
  Epoch  950 | Train -3.3414 | Val -3.3775 | LR 5.0e-06 | NoImp 78
  Epoch  975 | Train -3.3421 | Val -3.3766 | LR 5.0e-06 | NoImp 9
  Epoch 1000 | Train -3.3435 | Val -3.3773 | LR 2.5e-06 | NoImp 34
  Epoch 1025 | Train -3.3419 | Val -3.3772 | LR 2.5e-06 | NoImp 8
  Epoch 1050 | Train -3.3441 | Val -3.3776 | LR 2.5e-06 | NoImp 7
  Epoch 1075 | Train -3.3434 | Val -3.3785 | LR 1.2e-06 | NoImp 32
  Epoch 1100 | Train -3.3452 | Val -3.3783 | LR 1.2e-06 | NoImp 57
  Epoch 1125 | Train -3.3447 | Val -3.3787 | LR 1.2e-06 | NoImp 1
  Epoch 1150 | Train -3.3465 | Val -3.3785 | LR 1.2e-06 | NoImp 26
  Epoch 1175 | Train -3.3460 | Val -3.3787 | LR 1.2e-06 | NoImp 7
  Epoch 1200 | Train -3.3456 | Val -3.3789 | LR 1.2e-06 | NoImp 32
  Epoch 1225 | Train -3.3464 | Val -3.3784 | LR 1.2e-06 | NoImp 57
  Epoch 1250 | Train -3.3471 | Val -3.3783 | LR 1.2e-06 | NoImp 82
  Epoch 1275 | Train -3.3464 | Val -3.3787 | LR 1.2e-06 | NoImp 2
  Epoch 1300 | Train -3.3453 | Val -3.3783 | LR 1.2e-06 | NoImp 9
  Epoch 1325 | Train -3.3454 | Val -3.3786 | LR 1.2e-06 | NoImp 6
  Epoch 1350 | Train -3.3457 | Val -3.3789 | LR 1.2e-06 | NoImp 31
  Epoch 1375 | Train -3.3456 | Val -3.3787 | LR 1.2e-06 | NoImp 56
  Epoch 1400 | Train -3.3458 | Val -3.3789 | LR 1.2e-06 | NoImp 81
  Epoch 1425 | Train -3.3470 | Val -3.3792 | LR 1.2e-06 | NoImp 106
  Epoch 1450 | Train -3.3453 | Val -3.3790 | LR 1.2e-06 | NoImp 131
  Early stop at epoch 1469 (no improvement in 150 epochs)
  Fold 7 done. Mean RMSE = 0.992 μm (best epoch 1318, 2070 s)

[Fold 8/20]  train 35,692  val 4,199  test 2,100  → /projects/anbu8374/Python-Research/lasp-CU-paper-3/standalone_results_profile_only_synthetic/M0_run098_synthetic_training_data_7-levels_8_May_2026_atest/fold_08
  Epoch    1 | Train -1.0545 | Val -2.4588 | LR 4.4e-05 | NoImp 0
  Epoch    2 | Train -2.5370 | Val -2.9296 | LR 8.0e-05 | NoImp 0
  Epoch    3 | Train -2.7242 | Val -3.0454 | LR 8.0e-05 | NoImp 0
  Epoch   25 | Train -3.1082 | Val -3.1583 | LR 8.0e-05 | NoImp 1
  Epoch   50 | Train -3.1655 | Val -3.2488 | LR 8.0e-05 | NoImp 0
  Epoch   75 | Train -3.1908 | Val -3.2678 | LR 8.0e-05 | NoImp 0
  Epoch  100 | Train -3.2139 | Val -3.2806 | LR 8.0e-05 | NoImp 2
  Epoch  125 | Train -3.2273 | Val -3.2910 | LR 8.0e-05 | NoImp 1
  Epoch  150 | Train -3.2355 | Val -3.3100 | LR 8.0e-05 | NoImp 0
  Epoch  175 | Train -3.2462 | Val -3.2954 | LR 8.0e-05 | NoImp 7
  Epoch  200 | Train -3.2572 | Val -3.3233 | LR 8.0e-05 | NoImp 2
  Epoch  225 | Train -3.2627 | Val -3.3213 | LR 8.0e-05 | NoImp 3
  Epoch  250 | Train -3.2659 | Val -3.3301 | LR 8.0e-05 | NoImp 4
  Epoch  275 | Train -3.2765 | Val -3.3337 | LR 8.0e-05 | NoImp 9
  Epoch  300 | Train -3.2911 | Val -3.3445 | LR 4.0e-05 | NoImp 2
  Epoch  325 | Train -3.2939 | Val -3.3407 | LR 4.0e-05 | NoImp 8
  Epoch  350 | Train -3.2987 | Val -3.3520 | LR 4.0e-05 | NoImp 11
  Epoch  375 | Train -3.3000 | Val -3.3524 | LR 4.0e-05 | NoImp 20
  Epoch  400 | Train -3.3096 | Val -3.3603 | LR 2.0e-05 | NoImp 3
  Epoch  425 | Train -3.3123 | Val -3.3576 | LR 2.0e-05 | NoImp 8
  Epoch  450 | Train -3.3138 | Val -3.3605 | LR 2.0e-05 | NoImp 7
  Epoch  475 | Train -3.3181 | Val -3.3616 | LR 1.0e-05 | NoImp 32
  Epoch  500 | Train -3.3185 | Val -3.3673 | LR 1.0e-05 | NoImp 0
  Epoch  525 | Train -3.3219 | Val -3.3660 | LR 1.0e-05 | NoImp 25
  Epoch  550 | Train -3.3213 | Val -3.3652 | LR 1.0e-05 | NoImp 3
  Epoch  575 | Train -3.3225 | Val -3.3662 | LR 1.0e-05 | NoImp 28
  Epoch  600 | Train -3.3261 | Val -3.3685 | LR 5.0e-06 | NoImp 7
  Epoch  625 | Train -3.3265 | Val -3.3680 | LR 5.0e-06 | NoImp 19
  Epoch  650 | Train -3.3257 | Val -3.3694 | LR 5.0e-06 | NoImp 44
  Epoch  675 | Train -3.3270 | Val -3.3685 | LR 5.0e-06 | NoImp 10
  Epoch  700 | Train -3.3263 | Val -3.3682 | LR 5.0e-06 | NoImp 35
  Epoch  725 | Train -3.3288 | Val -3.3676 | LR 5.0e-06 | NoImp 9
  Epoch  750 | Train -3.3282 | Val -3.3694 | LR 5.0e-06 | NoImp 34
  Epoch  775 | Train -3.3274 | Val -3.3693 | LR 5.0e-06 | NoImp 6
  Epoch  800 | Train -3.3277 | Val -3.3695 | LR 5.0e-06 | NoImp 31
  Epoch  825 | Train -3.3288 | Val -3.3688 | LR 5.0e-06 | NoImp 13
  Epoch  850 | Train -3.3317 | Val -3.3713 | LR 2.5e-06 | NoImp 0
  Epoch  875 | Train -3.3308 | Val -3.3709 | LR 2.5e-06 | NoImp 14
  Epoch  900 | Train -3.3319 | Val -3.3720 | LR 2.5e-06 | NoImp 0
  Epoch  925 | Train -3.3318 | Val -3.3709 | LR 2.5e-06 | NoImp 25
  Epoch  950 | Train -3.3306 | Val -3.3704 | LR 2.5e-06 | NoImp 5
  Epoch  975 | Train -3.3318 | Val -3.3719 | LR 2.5e-06 | NoImp 30
  Epoch 1000 | Train -3.3314 | Val -3.3711 | LR 2.5e-06 | NoImp 24
  Epoch 1025 | Train -3.3322 | Val -3.3721 | LR 2.5e-06 | NoImp 49
  Epoch 1050 | Train -3.3321 | Val -3.3720 | LR 2.5e-06 | NoImp 22
  Epoch 1075 | Train -3.3330 | Val -3.3718 | LR 1.2e-06 | NoImp 6
  Epoch 1100 | Train -3.3346 | Val -3.3723 | LR 1.2e-06 | NoImp 31
  Epoch 1125 | Train -3.3335 | Val -3.3721 | LR 1.2e-06 | NoImp 23
  Epoch 1150 | Train -3.3325 | Val -3.3718 | LR 1.2e-06 | NoImp 48
  Epoch 1175 | Train -3.3332 | Val -3.3728 | LR 1.2e-06 | NoImp 73
  Epoch 1200 | Train -3.3330 | Val -3.3712 | LR 1.2e-06 | NoImp 5
  Epoch 1225 | Train -3.3345 | Val -3.3721 | LR 1.2e-06 | NoImp 10
  Epoch 1250 | Train -3.3358 | Val -3.3725 | LR 1.2e-06 | NoImp 35
  Epoch 1275 | Train -3.3327 | Val -3.3726 | LR 1.2e-06 | NoImp 60
  Epoch 1300 | Train -3.3339 | Val -3.3728 | LR 1.2e-06 | NoImp 85
  Epoch 1325 | Train -3.3343 | Val -3.3723 | LR 1.2e-06 | NoImp 24
  Epoch 1350 | Train -3.3340 | Val -3.3728 | LR 1.0e-06 | NoImp 49
  Epoch 1375 | Train -3.3338 | Val -3.3724 | LR 1.0e-06 | NoImp 74
  Epoch 1400 | Train -3.3347 | Val -3.3722 | LR 1.0e-06 | NoImp 99
  Epoch 1425 | Train -3.3331 | Val -3.3724 | LR 1.0e-06 | NoImp 124
  Epoch 1450 | Train -3.3340 | Val -3.3730 | LR 1.0e-06 | NoImp 11
  Epoch 1475 | Train -3.3333 | Val -3.3726 | LR 1.0e-06 | NoImp 36
  Epoch 1500 | Train -3.3351 | Val -3.3732 | LR 1.0e-06 | NoImp 61
  Epoch 1525 | Train -3.3338 | Val -3.3727 | LR 1.0e-06 | NoImp 86
  Epoch 1550 | Train -3.3347 | Val -3.3734 | LR 1.0e-06 | NoImp 111
  Epoch 1575 | Train -3.3352 | Val -3.3735 | LR 1.0e-06 | NoImp 136
  Early stop at epoch 1589 (no improvement in 150 epochs)
  Fold 8 done. Mean RMSE = 1.002 μm (best epoch 1438, 2173 s)

[Fold 9/20]  train 35,692  val 4,199  test 2,100  → /projects/anbu8374/Python-Research/lasp-CU-paper-3/standalone_results_profile_only_synthetic/M0_run098_synthetic_training_data_7-levels_8_May_2026_atest/fold_09
  Epoch    1 | Train -1.0282 | Val -2.4140 | LR 4.4e-05 | NoImp 0
  Epoch    2 | Train -2.5161 | Val -2.9048 | LR 8.0e-05 | NoImp 0
  Epoch    3 | Train -2.7315 | Val -2.9917 | LR 8.0e-05 | NoImp 0
  Epoch   25 | Train -3.1183 | Val -3.1625 | LR 8.0e-05 | NoImp 1
  Epoch   50 | Train -3.1662 | Val -3.2076 | LR 8.0e-05 | NoImp 1
  Epoch   75 | Train -3.1950 | Val -3.2828 | LR 8.0e-05 | NoImp 3
  Epoch  100 | Train -3.2080 | Val -3.3055 | LR 8.0e-05 | NoImp 0
  Epoch  125 | Train -3.2248 | Val -3.2918 | LR 8.0e-05 | NoImp 2
  Epoch  150 | Train -3.2404 | Val -3.3220 | LR 8.0e-05 | NoImp 3
  Epoch  175 | Train -3.2467 | Val -3.3146 | LR 8.0e-05 | NoImp 2
  Epoch  200 | Train -3.2531 | Val -3.3266 | LR 8.0e-05 | NoImp 12
  Epoch  225 | Train -3.2603 | Val -3.2979 | LR 8.0e-05 | NoImp 3
  Epoch  250 | Train -3.2697 | Val -3.3420 | LR 8.0e-05 | NoImp 28
  Epoch  275 | Train -3.2869 | Val -3.3497 | LR 4.0e-05 | NoImp 7
  Epoch  300 | Train -3.2982 | Val -3.3618 | LR 2.0e-05 | NoImp 0
  Epoch  325 | Train -3.2982 | Val -3.3626 | LR 2.0e-05 | NoImp 9
  Epoch  350 | Train -3.3032 | Val -3.3662 | LR 2.0e-05 | NoImp 22
  Epoch  375 | Train -3.3035 | Val -3.3687 | LR 2.0e-05 | NoImp 0
  Epoch  400 | Train -3.3032 | Val -3.3666 | LR 2.0e-05 | NoImp 18
  Epoch  425 | Train -3.3066 | Val -3.3639 | LR 2.0e-05 | NoImp 23
  Epoch  450 | Train -3.3118 | Val -3.3676 | LR 1.0e-05 | NoImp 9
  Epoch  475 | Train -3.3143 | Val -3.3706 | LR 5.0e-06 | NoImp 1
  Epoch  500 | Train -3.3168 | Val -3.3735 | LR 5.0e-06 | NoImp 6
  Epoch  525 | Train -3.3161 | Val -3.3724 | LR 5.0e-06 | NoImp 7
  Epoch  550 | Train -3.3153 | Val -3.3735 | LR 5.0e-06 | NoImp 1
  Epoch  575 | Train -3.3179 | Val -3.3735 | LR 5.0e-06 | NoImp 1
  Epoch  600 | Train -3.3178 | Val -3.3729 | LR 5.0e-06 | NoImp 26
  Epoch  625 | Train -3.3178 | Val -3.3713 | LR 5.0e-06 | NoImp 22
  Epoch  650 | Train -3.3197 | Val -3.3742 | LR 2.5e-06 | NoImp 47
  Epoch  675 | Train -3.3209 | Val -3.3744 | LR 1.2e-06 | NoImp 72
  Epoch  700 | Train -3.3212 | Val -3.3758 | LR 1.2e-06 | NoImp 3
  Epoch  725 | Train -3.3190 | Val -3.3760 | LR 1.2e-06 | NoImp 1
  Epoch  750 | Train -3.3212 | Val -3.3757 | LR 1.2e-06 | NoImp 16
  Epoch  775 | Train -3.3193 | Val -3.3753 | LR 1.2e-06 | NoImp 41
  Epoch  800 | Train -3.3228 | Val -3.3758 | LR 1.2e-06 | NoImp 66
  Epoch  825 | Train -3.3206 | Val -3.3757 | LR 1.2e-06 | NoImp 91
  Epoch  850 | Train -3.3217 | Val -3.3753 | LR 1.2e-06 | NoImp 116
  Epoch  875 | Train -3.3208 | Val -3.3760 | LR 1.2e-06 | NoImp 141
  Epoch  900 | Train -3.3210 | Val -3.3759 | LR 1.2e-06 | NoImp 22
  Epoch  925 | Train -3.3201 | Val -3.3762 | LR 1.0e-06 | NoImp 47
  Epoch  950 | Train -3.3216 | Val -3.3758 | LR 1.0e-06 | NoImp 72
  Epoch  975 | Train -3.3225 | Val -3.3765 | LR 1.0e-06 | NoImp 97
  Epoch 1000 | Train -3.3242 | Val -3.3767 | LR 1.0e-06 | NoImp 122
  Epoch 1025 | Train -3.3205 | Val -3.3762 | LR 1.0e-06 | NoImp 147
  Early stop at epoch 1028 (no improvement in 150 epochs)
  Fold 9 done. Mean RMSE = 1.006 μm (best epoch 877, 1401 s)

[Fold 10/20]  train 35,692  val 4,199  test 2,100  → /projects/anbu8374/Python-Research/lasp-CU-paper-3/standalone_results_profile_only_synthetic/M0_run098_synthetic_training_data_7-levels_8_May_2026_atest/fold_10
  Epoch    1 | Train -0.9772 | Val -2.3529 | LR 4.4e-05 | NoImp 0
