======================================================================
  STANDALONE TRAIN — synthetic, variant M0, hyperparameters from run_098
======================================================================
  sweep summary : /projects/anbu8374/Python-Research/lasp-CU-paper-3/hyper_parameter_sweep/sweep_results_profile_only_synthetic_M0/run_098/summary.json
  HDF5 file     : /gpfs/alpine1/scratch/anbu8374/neural_network_training_data/synthetic_training_data_7-levels_8_May_2026.h5
  output dir    : /projects/anbu8374/Python-Research/lasp-CU-paper-3/standalone_results_profile_only_synthetic/M0_run098_synthetic_training_data_7-levels_8_May_2026_atest
  device        : cuda

  Network input layout: 636 reflectance ⊕ 4 geometry (sza, vza, saz, vaz) ⊕ 3 extras = 643
  Extras status: tau_c=ZEROED | wv_above=ZEROED | wv_in=ZEROED
  Split sizes  : n_val=4199, n_test=4199 (profile-aware)

  Hyperparameters being reused:
    hidden_dims            = [512, 512, 256, 256]
    activation             = gelu
    dropout                = 0.1946
    learning_rate          = 7.970971212070194e-05
    lambda_physics         = 0.0065
    lambda_monotonicity    = 0.1779
    lambda_adiabatic       = 0.063
    lambda_smoothness      = 0.1639
    level_weights          = [5.199148273471455, 3.754462633346129, 3.01285889763222, 2.7850412811874383, 3.01285889763222, 3.754462633346129, 5.199148273471455]
    level_weights_name     = u_shape
    batch_size             = 128
    augment_noise_std      = 0.0208
    n_epochs               = 1500
    scheduler_patience     = 30
    early_stop_patience    = 150
    warmup_steps           = 500
    weight_decay           = 0.0001
    sigma_floor            = 0.01

  Split mode: profile-held-out (extras dataset, x dim = 643)
  Val profiles (never in train):  4199
  Test profiles (never in train): 4199
  Ablation: zeroing channel(s) ['tau_c', 'wv_above_cloud', 'wv_in_cloud'] (z-score 0 = no info beyond mean)
Profile grid: 7 levels (read from HDF5)
Model: 796,174 parameters  (input_dim=640 + n_extras=3 = 643)

Training up to 1500 epochs (early-stop patience=150, warmup_steps=500, augment_noise_std=0.0208)
----------------------------------------------------------------------
Epoch    1 | Train: -0.9588 | Val: -2.2913 | LR: 4.2e-05 | No-improve: 0
Epoch  251 | Train: -3.2635 | Val: -3.3249 | LR: 8.0e-05 | No-improve: 1
Epoch  252 | Train: -3.2597 | Val: -3.3343 | LR: 8.0e-05 | No-improve: 2
Epoch  253 | Train: -3.2635 | Val: -3.3374 | LR: 8.0e-05 | No-improve: 3
Epoch  254 | Train: -3.2627 | Val: -3.3286 | LR: 8.0e-05 | No-improve: 4
Epoch  255 | Train: -3.2625 | Val: -3.3201 | LR: 8.0e-05 | No-improve: 5
Epoch  256 | Train: -3.2627 | Val: -3.3329 | LR: 8.0e-05 | No-improve: 6
Epoch  257 | Train: -3.2633 | Val: -3.3335 | LR: 8.0e-05 | No-improve: 7
Epoch  258 | Train: -3.2645 | Val: -3.3349 | LR: 8.0e-05 | No-improve: 8
Epoch  259 | Train: -3.2634 | Val: -3.3434 | LR: 8.0e-05 | No-improve: 9
Epoch  260 | Train: -3.2662 | Val: -3.3484 | LR: 8.0e-05 | No-improve: 0
Epoch  261 | Train: -3.2632 | Val: -3.3435 | LR: 8.0e-05 | No-improve: 1
Epoch  262 | Train: -3.2655 | Val: -3.3280 | LR: 8.0e-05 | No-improve: 2
Epoch  263 | Train: -3.2640 | Val: -3.3441 | LR: 8.0e-05 | No-improve: 3
Epoch  264 | Train: -3.2654 | Val: -3.3078 | LR: 8.0e-05 | No-improve: 4
Epoch  265 | Train: -3.2653 | Val: -3.3425 | LR: 8.0e-05 | No-improve: 5
Epoch  266 | Train: -3.2682 | Val: -3.3383 | LR: 8.0e-05 | No-improve: 6
Epoch  267 | Train: -3.2667 | Val: -3.3404 | LR: 8.0e-05 | No-improve: 7
Epoch  268 | Train: -3.2684 | Val: -3.3205 | LR: 8.0e-05 | No-improve: 8
Epoch  269 | Train: -3.2650 | Val: -3.3357 | LR: 8.0e-05 | No-improve: 9
Epoch  270 | Train: -3.2635 | Val: -3.3355 | LR: 8.0e-05 | No-improve: 10
Epoch  271 | Train: -3.2685 | Val: -3.3251 | LR: 8.0e-05 | No-improve: 11
Epoch  272 | Train: -3.2692 | Val: -3.3333 | LR: 8.0e-05 | No-improve: 12
Epoch  273 | Train: -3.2693 | Val: -3.3196 | LR: 8.0e-05 | No-improve: 13
Epoch  274 | Train: -3.2693 | Val: -3.3378 | LR: 8.0e-05 | No-improve: 14
Epoch  275 | Train: -3.2693 | Val: -3.3508 | LR: 8.0e-05 | No-improve: 0
Epoch  276 | Train: -3.2669 | Val: -3.3435 | LR: 8.0e-05 | No-improve: 1
Epoch  277 | Train: -3.2679 | Val: -3.3315 | LR: 8.0e-05 | No-improve: 2
Epoch  278 | Train: -3.2678 | Val: -3.3246 | LR: 8.0e-05 | No-improve: 3
Epoch  279 | Train: -3.2704 | Val: -3.3312 | LR: 8.0e-05 | No-improve: 4
Epoch  280 | Train: -3.2700 | Val: -3.3455 | LR: 8.0e-05 | No-improve: 5
Epoch  281 | Train: -3.2696 | Val: -3.3374 | LR: 8.0e-05 | No-improve: 6
Epoch  282 | Train: -3.2702 | Val: -3.3349 | LR: 8.0e-05 | No-improve: 7
Epoch  283 | Train: -3.2718 | Val: -3.3442 | LR: 8.0e-05 | No-improve: 8
Epoch  284 | Train: -3.2709 | Val: -3.3330 | LR: 8.0e-05 | No-improve: 9
Epoch  285 | Train: -3.2717 | Val: -3.3360 | LR: 8.0e-05 | No-improve: 10
Epoch  286 | Train: -3.2733 | Val: -3.3322 | LR: 8.0e-05 | No-improve: 11
Epoch  287 | Train: -3.2685 | Val: -3.3333 | LR: 8.0e-05 | No-improve: 12
Epoch  288 | Train: -3.2734 | Val: -3.3436 | LR: 8.0e-05 | No-improve: 13
Epoch  289 | Train: -3.2739 | Val: -3.3388 | LR: 8.0e-05 | No-improve: 14
Epoch  290 | Train: -3.2727 | Val: -3.2925 | LR: 8.0e-05 | No-improve: 15
Epoch  291 | Train: -3.2681 | Val: -3.3354 | LR: 8.0e-05 | No-improve: 16
Epoch  292 | Train: -3.2754 | Val: -3.3105 | LR: 8.0e-05 | No-improve: 17
Epoch  293 | Train: -3.2717 | Val: -3.3375 | LR: 8.0e-05 | No-improve: 18
Epoch  294 | Train: -3.2713 | Val: -3.3342 | LR: 8.0e-05 | No-improve: 19
Epoch  295 | Train: -3.2688 | Val: -3.3109 | LR: 8.0e-05 | No-improve: 20
Epoch  296 | Train: -3.2736 | Val: -3.3380 | LR: 8.0e-05 | No-improve: 21
Epoch  297 | Train: -3.2737 | Val: -3.3493 | LR: 8.0e-05 | No-improve: 22
Epoch  298 | Train: -3.2763 | Val: -3.3425 | LR: 8.0e-05 | No-improve: 23
Epoch  299 | Train: -3.2730 | Val: -3.3353 | LR: 8.0e-05 | No-improve: 24
Epoch  300 | Train: -3.2726 | Val: -3.3284 | LR: 8.0e-05 | No-improve: 25
Epoch  301 | Train: -3.2759 | Val: -3.3451 | LR: 8.0e-05 | No-improve: 26
Epoch  302 | Train: -3.2748 | Val: -3.3489 | LR: 8.0e-05 | No-improve: 27
Epoch  303 | Train: -3.2746 | Val: -3.3505 | LR: 8.0e-05 | No-improve: 28
Epoch  304 | Train: -3.2756 | Val: -3.3473 | LR: 8.0e-05 | No-improve: 29
Epoch  305 | Train: -3.2759 | Val: -3.3273 | LR: 8.0e-05 | No-improve: 30
Epoch  306 | Train: -3.2741 | Val: -3.3440 | LR: 8.0e-05 | No-improve: 31
Epoch  307 | Train: -3.2752 | Val: -3.3474 | LR: 8.0e-05 | No-improve: 32
Epoch  308 | Train: -3.2755 | Val: -3.3241 | LR: 8.0e-05 | No-improve: 33
Epoch  309 | Train: -3.2766 | Val: -3.3454 | LR: 8.0e-05 | No-improve: 34
Epoch  310 | Train: -3.2767 | Val: -3.3347 | LR: 8.0e-05 | No-improve: 35
Epoch  311 | Train: -3.2761 | Val: -3.3485 | LR: 8.0e-05 | No-improve: 36
Epoch  312 | Train: -3.2746 | Val: -3.3454 | LR: 8.0e-05 | No-improve: 37
Epoch  313 | Train: -3.2748 | Val: -3.3433 | LR: 8.0e-05 | No-improve: 38
Epoch  314 | Train: -3.2746 | Val: -3.3423 | LR: 8.0e-05 | No-improve: 39
Epoch  315 | Train: -3.2761 | Val: -3.3457 | LR: 8.0e-05 | No-improve: 40
Epoch  316 | Train: -3.2765 | Val: -3.3328 | LR: 8.0e-05 | No-improve: 41
Epoch  317 | Train: -3.2775 | Val: -3.3473 | LR: 8.0e-05 | No-improve: 42
Epoch  318 | Train: -3.2749 | Val: -3.3427 | LR: 8.0e-05 | No-improve: 43
Epoch  319 | Train: -3.2764 | Val: -3.3440 | LR: 8.0e-05 | No-improve: 44
Epoch  320 | Train: -3.2797 | Val: -3.3376 | LR: 8.0e-05 | No-improve: 45
Epoch  321 | Train: -3.2773 | Val: -3.3367 | LR: 8.0e-05 | No-improve: 46
Epoch  322 | Train: -3.2784 | Val: -3.3367 | LR: 8.0e-05 | No-improve: 47
Epoch  323 | Train: -3.2762 | Val: -3.3408 | LR: 8.0e-05 | No-improve: 48
Epoch  324 | Train: -3.2762 | Val: -3.3382 | LR: 8.0e-05 | No-improve: 49
Epoch  325 | Train: -3.2806 | Val: -3.3303 | LR: 8.0e-05 | No-improve: 50
Epoch  326 | Train: -3.2782 | Val: -3.3546 | LR: 8.0e-05 | No-improve: 0
Epoch  327 | Train: -3.2784 | Val: -3.3509 | LR: 8.0e-05 | No-improve: 1
Epoch  328 | Train: -3.2797 | Val: -3.3479 | LR: 8.0e-05 | No-improve: 2
Epoch  329 | Train: -3.2773 | Val: -3.3231 | LR: 8.0e-05 | No-improve: 3
Epoch  330 | Train: -3.2792 | Val: -3.3393 | LR: 8.0e-05 | No-improve: 4
Epoch  331 | Train: -3.2792 | Val: -3.3495 | LR: 8.0e-05 | No-improve: 5
Epoch  332 | Train: -3.2767 | Val: -3.3387 | LR: 8.0e-05 | No-improve: 6
Epoch  333 | Train: -3.2813 | Val: -3.3396 | LR: 8.0e-05 | No-improve: 7
Epoch  334 | Train: -3.2763 | Val: -3.3360 | LR: 8.0e-05 | No-improve: 8
Epoch  335 | Train: -3.2798 | Val: -3.3378 | LR: 8.0e-05 | No-improve: 9
Epoch  336 | Train: -3.2787 | Val: -3.3272 | LR: 8.0e-05 | No-improve: 10
Epoch  337 | Train: -3.2825 | Val: -3.3429 | LR: 8.0e-05 | No-improve: 11
Epoch  338 | Train: -3.2817 | Val: -3.3505 | LR: 8.0e-05 | No-improve: 12
Epoch  339 | Train: -3.2795 | Val: -3.3350 | LR: 8.0e-05 | No-improve: 13
Epoch  340 | Train: -3.2785 | Val: -3.3392 | LR: 8.0e-05 | No-improve: 14
Epoch  341 | Train: -3.2808 | Val: -3.3416 | LR: 8.0e-05 | No-improve: 15
Epoch  342 | Train: -3.2789 | Val: -3.3413 | LR: 8.0e-05 | No-improve: 16
Epoch  343 | Train: -3.2777 | Val: -3.3394 | LR: 8.0e-05 | No-improve: 17
Epoch  344 | Train: -3.2801 | Val: -3.3065 | LR: 8.0e-05 | No-improve: 18
Epoch  345 | Train: -3.2842 | Val: -3.3494 | LR: 8.0e-05 | No-improve: 19
Epoch  346 | Train: -3.2800 | Val: -3.3188 | LR: 8.0e-05 | No-improve: 20
Epoch  347 | Train: -3.2814 | Val: -3.3212 | LR: 8.0e-05 | No-improve: 21
Epoch  348 | Train: -3.2818 | Val: -3.3290 | LR: 8.0e-05 | No-improve: 22
Epoch  349 | Train: -3.2804 | Val: -3.3231 | LR: 8.0e-05 | No-improve: 23
Epoch  350 | Train: -3.2825 | Val: -3.3342 | LR: 8.0e-05 | No-improve: 24
Epoch  351 | Train: -3.2846 | Val: -3.3437 | LR: 8.0e-05 | No-improve: 25
Epoch  352 | Train: -3.2817 | Val: -3.3340 | LR: 8.0e-05 | No-improve: 26
Epoch  353 | Train: -3.2830 | Val: -3.3519 | LR: 8.0e-05 | No-improve: 27
Epoch  354 | Train: -3.2825 | Val: -3.3434 | LR: 8.0e-05 | No-improve: 28
Epoch  355 | Train: -3.2830 | Val: -3.3492 | LR: 8.0e-05 | No-improve: 29
Epoch  356 | Train: -3.2830 | Val: -3.3530 | LR: 8.0e-05 | No-improve: 30
Epoch  357 | Train: -3.2841 | Val: -3.3484 | LR: 4.0e-05 | No-improve: 31
Epoch  358 | Train: -3.2945 | Val: -3.3604 | LR: 4.0e-05 | No-improve: 0
Epoch  359 | Train: -3.2961 | Val: -3.3519 | LR: 4.0e-05 | No-improve: 1
Epoch  360 | Train: -3.2948 | Val: -3.3603 | LR: 4.0e-05 | No-improve: 2
Epoch  361 | Train: -3.2965 | Val: -3.3573 | LR: 4.0e-05 | No-improve: 3
Epoch  362 | Train: -3.3006 | Val: -3.3486 | LR: 4.0e-05 | No-improve: 4
Epoch  363 | Train: -3.2975 | Val: -3.3578 | LR: 4.0e-05 | No-improve: 5
Epoch  364 | Train: -3.2978 | Val: -3.3515 | LR: 4.0e-05 | No-improve: 6
Epoch  365 | Train: -3.2975 | Val: -3.3639 | LR: 4.0e-05 | No-improve: 0
Epoch  366 | Train: -3.2992 | Val: -3.3521 | LR: 4.0e-05 | No-improve: 1
Epoch  367 | Train: -3.2987 | Val: -3.3645 | LR: 4.0e-05 | No-improve: 0
Epoch  368 | Train: -3.3000 | Val: -3.3609 | LR: 4.0e-05 | No-improve: 1
Epoch  369 | Train: -3.2974 | Val: -3.3625 | LR: 4.0e-05 | No-improve: 2
Epoch  370 | Train: -3.2992 | Val: -3.3588 | LR: 4.0e-05 | No-improve: 3
Epoch  371 | Train: -3.2991 | Val: -3.3548 | LR: 4.0e-05 | No-improve: 4
Epoch  372 | Train: -3.2989 | Val: -3.3494 | LR: 4.0e-05 | No-improve: 5
Epoch  373 | Train: -3.2994 | Val: -3.3644 | LR: 4.0e-05 | No-improve: 6
Epoch  374 | Train: -3.2995 | Val: -3.3536 | LR: 4.0e-05 | No-improve: 7
Epoch  375 | Train: -3.3009 | Val: -3.3617 | LR: 4.0e-05 | No-improve: 8
Epoch  376 | Train: -3.2972 | Val: -3.3563 | LR: 4.0e-05 | No-improve: 9
Epoch  377 | Train: -3.2977 | Val: -3.3466 | LR: 4.0e-05 | No-improve: 10
Epoch  378 | Train: -3.3005 | Val: -3.3618 | LR: 4.0e-05 | No-improve: 11
Epoch  379 | Train: -3.2981 | Val: -3.3581 | LR: 4.0e-05 | No-improve: 12
Epoch  380 | Train: -3.2975 | Val: -3.3471 | LR: 4.0e-05 | No-improve: 13
Epoch  381 | Train: -3.2986 | Val: -3.3669 | LR: 4.0e-05 | No-improve: 0
Epoch  382 | Train: -3.3029 | Val: -3.3515 | LR: 4.0e-05 | No-improve: 1
Epoch  383 | Train: -3.3016 | Val: -3.3584 | LR: 4.0e-05 | No-improve: 2
Epoch  384 | Train: -3.2994 | Val: -3.3612 | LR: 4.0e-05 | No-improve: 3
Epoch  385 | Train: -3.3033 | Val: -3.3604 | LR: 4.0e-05 | No-improve: 4
Epoch  386 | Train: -3.3003 | Val: -3.3560 | LR: 4.0e-05 | No-improve: 5
Epoch  387 | Train: -3.3004 | Val: -3.3576 | LR: 4.0e-05 | No-improve: 6
Epoch  388 | Train: -3.3010 | Val: -3.3645 | LR: 4.0e-05 | No-improve: 7
Epoch  389 | Train: -3.3017 | Val: -3.3632 | LR: 4.0e-05 | No-improve: 8
Epoch  390 | Train: -3.3018 | Val: -3.3625 | LR: 4.0e-05 | No-improve: 9
Epoch  391 | Train: -3.3016 | Val: -3.3592 | LR: 4.0e-05 | No-improve: 10
Epoch  392 | Train: -3.3023 | Val: -3.3572 | LR: 4.0e-05 | No-improve: 11
Epoch  393 | Train: -3.2991 | Val: -3.3613 | LR: 4.0e-05 | No-improve: 12
Epoch  394 | Train: -3.3013 | Val: -3.3635 | LR: 4.0e-05 | No-improve: 13
Epoch  395 | Train: -3.3022 | Val: -3.3304 | LR: 4.0e-05 | No-improve: 14
Epoch  396 | Train: -3.3010 | Val: -3.3550 | LR: 4.0e-05 | No-improve: 15
Epoch  397 | Train: -3.3029 | Val: -3.3665 | LR: 4.0e-05 | No-improve: 16
Epoch  398 | Train: -3.3004 | Val: -3.3656 | LR: 4.0e-05 | No-improve: 17
Epoch  399 | Train: -3.3018 | Val: -3.3635 | LR: 4.0e-05 | No-improve: 18
Epoch  400 | Train: -3.3022 | Val: -3.3591 | LR: 4.0e-05 | No-improve: 19
Epoch  401 | Train: -3.3026 | Val: -3.3581 | LR: 4.0e-05 | No-improve: 20
Epoch  402 | Train: -3.3031 | Val: -3.3646 | LR: 4.0e-05 | No-improve: 21
Epoch  403 | Train: -3.3040 | Val: -3.3606 | LR: 4.0e-05 | No-improve: 22
Epoch  404 | Train: -3.3023 | Val: -3.3607 | LR: 4.0e-05 | No-improve: 23
Epoch  405 | Train: -3.3034 | Val: -3.3617 | LR: 4.0e-05 | No-improve: 24
Epoch  406 | Train: -3.3024 | Val: -3.3609 | LR: 4.0e-05 | No-improve: 25
Epoch  407 | Train: -3.3035 | Val: -3.3641 | LR: 4.0e-05 | No-improve: 26
Epoch  408 | Train: -3.3032 | Val: -3.3569 | LR: 4.0e-05 | No-improve: 27
Epoch  409 | Train: -3.3016 | Val: -3.3645 | LR: 4.0e-05 | No-improve: 28
Epoch  410 | Train: -3.3022 | Val: -3.3661 | LR: 4.0e-05 | No-improve: 29
Epoch  411 | Train: -3.3023 | Val: -3.3619 | LR: 4.0e-05 | No-improve: 30
Epoch  412 | Train: -3.3029 | Val: -3.3615 | LR: 2.0e-05 | No-improve: 31
Epoch  413 | Train: -3.3106 | Val: -3.3608 | LR: 2.0e-05 | No-improve: 32
Epoch  414 | Train: -3.3096 | Val: -3.3638 | LR: 2.0e-05 | No-improve: 33
Epoch  415 | Train: -3.3115 | Val: -3.3669 | LR: 2.0e-05 | No-improve: 34
Epoch  416 | Train: -3.3122 | Val: -3.3671 | LR: 2.0e-05 | No-improve: 0
Epoch  417 | Train: -3.3125 | Val: -3.3652 | LR: 2.0e-05 | No-improve: 1
Epoch  418 | Train: -3.3110 | Val: -3.3657 | LR: 2.0e-05 | No-improve: 2
Epoch  419 | Train: -3.3103 | Val: -3.3695 | LR: 2.0e-05 | No-improve: 0
Epoch  420 | Train: -3.3116 | Val: -3.3699 | LR: 2.0e-05 | No-improve: 0
Epoch  421 | Train: -3.3115 | Val: -3.3693 | LR: 2.0e-05 | No-improve: 1
Epoch  422 | Train: -3.3125 | Val: -3.3655 | LR: 2.0e-05 | No-improve: 2
Epoch  423 | Train: -3.3119 | Val: -3.3694 | LR: 2.0e-05 | No-improve: 3
Epoch  424 | Train: -3.3116 | Val: -3.3683 | LR: 2.0e-05 | No-improve: 4
Epoch  425 | Train: -3.3124 | Val: -3.3704 | LR: 2.0e-05 | No-improve: 0
Epoch  426 | Train: -3.3128 | Val: -3.3692 | LR: 2.0e-05 | No-improve: 1
Epoch  427 | Train: -3.3110 | Val: -3.3718 | LR: 2.0e-05 | No-improve: 0
Epoch  428 | Train: -3.3137 | Val: -3.3637 | LR: 2.0e-05 | No-improve: 1
Epoch  429 | Train: -3.3122 | Val: -3.3701 | LR: 2.0e-05 | No-improve: 2
Epoch  430 | Train: -3.3123 | Val: -3.3717 | LR: 2.0e-05 | No-improve: 3
Epoch  431 | Train: -3.3130 | Val: -3.3722 | LR: 2.0e-05 | No-improve: 0
Epoch  432 | Train: -3.3128 | Val: -3.3674 | LR: 2.0e-05 | No-improve: 1
Epoch  433 | Train: -3.3106 | Val: -3.3582 | LR: 2.0e-05 | No-improve: 2
Epoch  434 | Train: -3.3117 | Val: -3.3707 | LR: 2.0e-05 | No-improve: 3
Epoch  435 | Train: -3.3114 | Val: -3.3714 | LR: 2.0e-05 | No-improve: 4
Epoch  436 | Train: -3.3136 | Val: -3.3620 | LR: 2.0e-05 | No-improve: 5
Epoch  437 | Train: -3.3136 | Val: -3.3707 | LR: 2.0e-05 | No-improve: 6
Epoch  438 | Train: -3.3138 | Val: -3.3697 | LR: 2.0e-05 | No-improve: 7
Epoch  439 | Train: -3.3143 | Val: -3.3687 | LR: 2.0e-05 | No-improve: 8
Epoch  440 | Train: -3.3123 | Val: -3.3676 | LR: 2.0e-05 | No-improve: 9
Epoch  441 | Train: -3.3130 | Val: -3.3655 | LR: 2.0e-05 | No-improve: 10
Epoch  442 | Train: -3.3132 | Val: -3.3645 | LR: 2.0e-05 | No-improve: 11
Epoch  443 | Train: -3.3137 | Val: -3.3692 | LR: 2.0e-05 | No-improve: 12
Epoch  444 | Train: -3.3131 | Val: -3.3584 | LR: 2.0e-05 | No-improve: 13
Epoch  445 | Train: -3.3135 | Val: -3.3720 | LR: 2.0e-05 | No-improve: 14
Epoch  446 | Train: -3.3134 | Val: -3.3712 | LR: 2.0e-05 | No-improve: 15
Epoch  447 | Train: -3.3147 | Val: -3.3675 | LR: 2.0e-05 | No-improve: 16
Epoch  448 | Train: -3.3133 | Val: -3.3678 | LR: 2.0e-05 | No-improve: 17
Epoch  449 | Train: -3.3143 | Val: -3.3685 | LR: 2.0e-05 | No-improve: 18
Epoch  450 | Train: -3.3111 | Val: -3.3709 | LR: 2.0e-05 | No-improve: 19
Epoch  451 | Train: -3.3142 | Val: -3.3676 | LR: 2.0e-05 | No-improve: 20
Epoch  452 | Train: -3.3128 | Val: -3.3615 | LR: 2.0e-05 | No-improve: 21
Epoch  453 | Train: -3.3131 | Val: -3.3712 | LR: 2.0e-05 | No-improve: 22
Epoch  454 | Train: -3.3145 | Val: -3.3699 | LR: 2.0e-05 | No-improve: 23
Epoch  455 | Train: -3.3131 | Val: -3.3682 | LR: 2.0e-05 | No-improve: 24
Epoch  456 | Train: -3.3148 | Val: -3.3685 | LR: 2.0e-05 | No-improve: 25
Epoch  457 | Train: -3.3145 | Val: -3.3714 | LR: 2.0e-05 | No-improve: 26
Epoch  458 | Train: -3.3128 | Val: -3.3704 | LR: 2.0e-05 | No-improve: 27
Epoch  459 | Train: -3.3142 | Val: -3.3717 | LR: 2.0e-05 | No-improve: 28
Epoch  460 | Train: -3.3131 | Val: -3.3720 | LR: 2.0e-05 | No-improve: 29
Epoch  461 | Train: -3.3144 | Val: -3.3681 | LR: 2.0e-05 | No-improve: 30
Epoch  462 | Train: -3.3126 | Val: -3.3706 | LR: 2.0e-05 | No-improve: 31
Epoch  463 | Train: -3.3151 | Val: -3.3706 | LR: 2.0e-05 | No-improve: 32
Epoch  464 | Train: -3.3161 | Val: -3.3677 | LR: 2.0e-05 | No-improve: 33
Epoch  465 | Train: -3.3144 | Val: -3.3686 | LR: 2.0e-05 | No-improve: 34
Epoch  466 | Train: -3.3143 | Val: -3.3712 | LR: 2.0e-05 | No-improve: 35
Epoch  467 | Train: -3.3144 | Val: -3.3681 | LR: 2.0e-05 | No-improve: 36
Epoch  468 | Train: -3.3129 | Val: -3.3665 | LR: 2.0e-05 | No-improve: 37
Epoch  469 | Train: -3.3144 | Val: -3.3615 | LR: 2.0e-05 | No-improve: 38
Epoch  470 | Train: -3.3139 | Val: -3.3700 | LR: 2.0e-05 | No-improve: 39
Epoch  471 | Train: -3.3145 | Val: -3.3671 | LR: 2.0e-05 | No-improve: 40
Epoch  472 | Train: -3.3152 | Val: -3.3699 | LR: 2.0e-05 | No-improve: 41
Epoch  473 | Train: -3.3158 | Val: -3.3726 | LR: 2.0e-05 | No-improve: 0
Epoch  474 | Train: -3.3150 | Val: -3.3659 | LR: 2.0e-05 | No-improve: 1
Epoch  475 | Train: -3.3145 | Val: -3.3610 | LR: 2.0e-05 | No-improve: 2
Epoch  476 | Train: -3.3149 | Val: -3.3707 | LR: 2.0e-05 | No-improve: 3
Epoch  477 | Train: -3.3151 | Val: -3.3674 | LR: 2.0e-05 | No-improve: 4
Epoch  478 | Train: -3.3134 | Val: -3.3697 | LR: 2.0e-05 | No-improve: 5
Epoch  479 | Train: -3.3153 | Val: -3.3657 | LR: 2.0e-05 | No-improve: 6
Epoch  480 | Train: -3.3138 | Val: -3.3688 | LR: 2.0e-05 | No-improve: 7
Epoch  481 | Train: -3.3150 | Val: -3.3720 | LR: 2.0e-05 | No-improve: 8
Epoch  482 | Train: -3.3159 | Val: -3.3605 | LR: 2.0e-05 | No-improve: 9
Epoch  483 | Train: -3.3149 | Val: -3.3665 | LR: 2.0e-05 | No-improve: 10
Epoch  484 | Train: -3.3150 | Val: -3.3712 | LR: 2.0e-05 | No-improve: 11
Epoch  485 | Train: -3.3153 | Val: -3.3722 | LR: 2.0e-05 | No-improve: 12
Epoch  486 | Train: -3.3164 | Val: -3.3685 | LR: 2.0e-05 | No-improve: 13
Epoch  487 | Train: -3.3165 | Val: -3.3686 | LR: 2.0e-05 | No-improve: 14
Epoch  488 | Train: -3.3157 | Val: -3.3647 | LR: 2.0e-05 | No-improve: 15
Epoch  489 | Train: -3.3155 | Val: -3.3751 | LR: 2.0e-05 | No-improve: 0
Epoch  490 | Train: -3.3149 | Val: -3.3713 | LR: 2.0e-05 | No-improve: 1
Epoch  491 | Train: -3.3174 | Val: -3.3690 | LR: 2.0e-05 | No-improve: 2
Epoch  492 | Train: -3.3163 | Val: -3.3724 | LR: 2.0e-05 | No-improve: 3
Epoch  493 | Train: -3.3137 | Val: -3.3637 | LR: 2.0e-05 | No-improve: 4
Epoch  494 | Train: -3.3136 | Val: -3.3698 | LR: 2.0e-05 | No-improve: 5
Epoch  495 | Train: -3.3158 | Val: -3.3677 | LR: 2.0e-05 | No-improve: 6
Epoch  496 | Train: -3.3151 | Val: -3.3618 | LR: 2.0e-05 | No-improve: 7
Epoch  497 | Train: -3.3170 | Val: -3.3659 | LR: 2.0e-05 | No-improve: 8
Epoch  498 | Train: -3.3160 | Val: -3.3726 | LR: 2.0e-05 | No-improve: 9
Epoch  499 | Train: -3.3143 | Val: -3.3745 | LR: 2.0e-05 | No-improve: 10
Epoch  500 | Train: -3.3156 | Val: -3.3730 | LR: 2.0e-05 | No-improve: 11
Epoch  501 | Train: -3.3164 | Val: -3.3725 | LR: 2.0e-05 | No-improve: 12
Epoch  502 | Train: -3.3135 | Val: -3.3715 | LR: 2.0e-05 | No-improve: 13
Epoch  503 | Train: -3.3148 | Val: -3.3701 | LR: 2.0e-05 | No-improve: 14
Epoch  504 | Train: -3.3184 | Val: -3.3690 | LR: 2.0e-05 | No-improve: 15
Epoch  505 | Train: -3.3153 | Val: -3.3690 | LR: 2.0e-05 | No-improve: 16
Epoch  506 | Train: -3.3167 | Val: -3.3716 | LR: 2.0e-05 | No-improve: 17
Epoch  507 | Train: -3.3175 | Val: -3.3701 | LR: 2.0e-05 | No-improve: 18
Epoch  508 | Train: -3.3166 | Val: -3.3721 | LR: 2.0e-05 | No-improve: 19
Epoch  509 | Train: -3.3153 | Val: -3.3717 | LR: 2.0e-05 | No-improve: 20
Epoch  510 | Train: -3.3151 | Val: -3.3683 | LR: 2.0e-05 | No-improve: 21
Epoch  511 | Train: -3.3150 | Val: -3.3704 | LR: 2.0e-05 | No-improve: 22
Epoch  512 | Train: -3.3152 | Val: -3.3619 | LR: 2.0e-05 | No-improve: 23
Epoch  513 | Train: -3.3158 | Val: -3.3700 | LR: 2.0e-05 | No-improve: 24
Epoch  514 | Train: -3.3151 | Val: -3.3718 | LR: 2.0e-05 | No-improve: 25
Epoch  515 | Train: -3.3169 | Val: -3.3705 | LR: 2.0e-05 | No-improve: 26
Epoch  516 | Train: -3.3166 | Val: -3.3686 | LR: 2.0e-05 | No-improve: 27
Epoch  517 | Train: -3.3167 | Val: -3.3694 | LR: 2.0e-05 | No-improve: 28
Epoch  518 | Train: -3.3180 | Val: -3.3649 | LR: 2.0e-05 | No-improve: 29
Epoch  519 | Train: -3.3168 | Val: -3.3705 | LR: 2.0e-05 | No-improve: 30
Epoch  520 | Train: -3.3190 | Val: -3.3721 | LR: 1.0e-05 | No-improve: 31
