======================================================================
  STANDALONE TRAIN — synthetic, variant M0, hyperparameters from run_004
======================================================================
  sweep summary : /projects/anbu8374/Python-Research/lasp-CU-paper-3/hyper_parameter_sweep/sweep_results_profile_only_synthetic_M0/run_004/summary.json
  HDF5 file     : /gpfs/alpine1/scratch/anbu8374/neural_network_training_data/synthetic_training_data_7-levels_8_May_2026.h5
  output dir    : /projects/anbu8374/Python-Research/lasp-CU-paper-3/standalone_results_profile_only_synthetic/M0_run004_synthetic_training_data_7-levels_8_May_2026
  device        : cuda

  Network input layout: 636 reflectance ⊕ 4 geometry (sza, vza, saz, vaz) ⊕ 3 extras = 643
  Extras status: tau_c=ZEROED | wv_above=ZEROED | wv_in=ZEROED
  Split sizes  : n_val=4199, n_test=4199 (profile-aware)

  Hyperparameters being reused:
    hidden_dims            = [512, 512, 256, 256]
    activation             = gelu
    dropout                = 0.2637
    learning_rate          = 2.764011372868257e-05
    lambda_physics         = 0.0295
    lambda_monotonicity    = 0.0621
    lambda_adiabatic       = 0.1698
    lambda_smoothness      = 0.1654
    level_weights          = [5.199148273471455, 3.754462633346129, 3.01285889763222, 2.7850412811874383, 3.01285889763222, 3.754462633346129, 5.199148273471455]
    level_weights_name     = u_shape
    batch_size             = 128
    augment_noise_std      = 0.0032
    n_epochs               = 2500
    scheduler_patience     = 30
    early_stop_patience    = 150
    warmup_steps           = 500
    weight_decay           = 0.0001
    sigma_floor            = 0.01

  Split mode: profile-held-out (extras dataset, x dim = 643)
  Val profiles (never in train):  4199
  Test profiles (never in train): 4199
  Ablation: zeroing channel(s) ['tau_c', 'wv_above_cloud', 'wv_in_cloud'] (z-score 0 = no info beyond mean)
Profile grid: 7 levels (read from HDF5)
Model: 796,174 parameters  (input_dim=640 + n_extras=3 = 643)

Training up to 2500 epochs (early-stop patience=150, warmup_steps=500, augment_noise_std=0.0032)
----------------------------------------------------------------------
Epoch    1 | Train:  0.1763 | Val: -1.1945 | LR: 1.5e-05 | No-improve: 0
Epoch  639 | Train: -3.2780 | Val: -3.3648 | LR: 3.5e-06 | No-improve: 9
Epoch  640 | Train: -3.2803 | Val: -3.3653 | LR: 3.5e-06 | No-improve: 10
Epoch  641 | Train: -3.2797 | Val: -3.3656 | LR: 3.5e-06 | No-improve: 11
Epoch  642 | Train: -3.2801 | Val: -3.3657 | LR: 3.5e-06 | No-improve: 12
Epoch  643 | Train: -3.2770 | Val: -3.3663 | LR: 3.5e-06 | No-improve: 13
Epoch  644 | Train: -3.2790 | Val: -3.3644 | LR: 3.5e-06 | No-improve: 14
Epoch  645 | Train: -3.2800 | Val: -3.3678 | LR: 3.5e-06 | No-improve: 15
Epoch  646 | Train: -3.2792 | Val: -3.3642 | LR: 3.5e-06 | No-improve: 16
Epoch  647 | Train: -3.2797 | Val: -3.3664 | LR: 3.5e-06 | No-improve: 17
Epoch  648 | Train: -3.2809 | Val: -3.3663 | LR: 3.5e-06 | No-improve: 18
Epoch  649 | Train: -3.2810 | Val: -3.3663 | LR: 3.5e-06 | No-improve: 19
Epoch  650 | Train: -3.2786 | Val: -3.3662 | LR: 3.5e-06 | No-improve: 20
Epoch  651 | Train: -3.2801 | Val: -3.3661 | LR: 3.5e-06 | No-improve: 21
Epoch  652 | Train: -3.2802 | Val: -3.3619 | LR: 3.5e-06 | No-improve: 22
Epoch  653 | Train: -3.2808 | Val: -3.3665 | LR: 3.5e-06 | No-improve: 23
Epoch  654 | Train: -3.2813 | Val: -3.3684 | LR: 3.5e-06 | No-improve: 0
Epoch  655 | Train: -3.2812 | Val: -3.3664 | LR: 3.5e-06 | No-improve: 1
Epoch  656 | Train: -3.2783 | Val: -3.3667 | LR: 3.5e-06 | No-improve: 2
Epoch  657 | Train: -3.2806 | Val: -3.3648 | LR: 3.5e-06 | No-improve: 3
Epoch  658 | Train: -3.2804 | Val: -3.3656 | LR: 3.5e-06 | No-improve: 4
Epoch  659 | Train: -3.2824 | Val: -3.3669 | LR: 3.5e-06 | No-improve: 5
Epoch  660 | Train: -3.2775 | Val: -3.3686 | LR: 3.5e-06 | No-improve: 0
Epoch  661 | Train: -3.2792 | Val: -3.3667 | LR: 3.5e-06 | No-improve: 1
Epoch  662 | Train: -3.2803 | Val: -3.3651 | LR: 3.5e-06 | No-improve: 2
Epoch  663 | Train: -3.2786 | Val: -3.3664 | LR: 3.5e-06 | No-improve: 3
Epoch  664 | Train: -3.2800 | Val: -3.3666 | LR: 3.5e-06 | No-improve: 4
Epoch  665 | Train: -3.2776 | Val: -3.3641 | LR: 3.5e-06 | No-improve: 5
Epoch  666 | Train: -3.2790 | Val: -3.3644 | LR: 3.5e-06 | No-improve: 6
Epoch  667 | Train: -3.2803 | Val: -3.3676 | LR: 3.5e-06 | No-improve: 7
Epoch  668 | Train: -3.2805 | Val: -3.3667 | LR: 3.5e-06 | No-improve: 8
Epoch  669 | Train: -3.2812 | Val: -3.3659 | LR: 3.5e-06 | No-improve: 9
Epoch  670 | Train: -3.2809 | Val: -3.3662 | LR: 3.5e-06 | No-improve: 10
Epoch  671 | Train: -3.2796 | Val: -3.3661 | LR: 3.5e-06 | No-improve: 11
Epoch  672 | Train: -3.2804 | Val: -3.3655 | LR: 3.5e-06 | No-improve: 12
Epoch  673 | Train: -3.2794 | Val: -3.3657 | LR: 3.5e-06 | No-improve: 13
Epoch  674 | Train: -3.2804 | Val: -3.3683 | LR: 3.5e-06 | No-improve: 14
Epoch  675 | Train: -3.2785 | Val: -3.3639 | LR: 3.5e-06 | No-improve: 15
Epoch  676 | Train: -3.2800 | Val: -3.3665 | LR: 3.5e-06 | No-improve: 16
Epoch  677 | Train: -3.2812 | Val: -3.3672 | LR: 3.5e-06 | No-improve: 17
Epoch  678 | Train: -3.2798 | Val: -3.3657 | LR: 3.5e-06 | No-improve: 18
Epoch  679 | Train: -3.2801 | Val: -3.3644 | LR: 3.5e-06 | No-improve: 19
Epoch  680 | Train: -3.2796 | Val: -3.3673 | LR: 3.5e-06 | No-improve: 20
Epoch  681 | Train: -3.2805 | Val: -3.3652 | LR: 3.5e-06 | No-improve: 21
Epoch  682 | Train: -3.2803 | Val: -3.3672 | LR: 3.5e-06 | No-improve: 22
Epoch  683 | Train: -3.2815 | Val: -3.3667 | LR: 3.5e-06 | No-improve: 23
Epoch  684 | Train: -3.2805 | Val: -3.3658 | LR: 3.5e-06 | No-improve: 24
Epoch  685 | Train: -3.2795 | Val: -3.3676 | LR: 3.5e-06 | No-improve: 25
Epoch  686 | Train: -3.2819 | Val: -3.3617 | LR: 3.5e-06 | No-improve: 26
Epoch  687 | Train: -3.2806 | Val: -3.3653 | LR: 3.5e-06 | No-improve: 27
Epoch  688 | Train: -3.2800 | Val: -3.3652 | LR: 3.5e-06 | No-improve: 28
Epoch  689 | Train: -3.2818 | Val: -3.3668 | LR: 3.5e-06 | No-improve: 29
Epoch  690 | Train: -3.2809 | Val: -3.3668 | LR: 3.5e-06 | No-improve: 30
Epoch  691 | Train: -3.2799 | Val: -3.3684 | LR: 3.5e-06 | No-improve: 31
Epoch  692 | Train: -3.2806 | Val: -3.3666 | LR: 3.5e-06 | No-improve: 32
Epoch  693 | Train: -3.2810 | Val: -3.3666 | LR: 3.5e-06 | No-improve: 33
Epoch  694 | Train: -3.2788 | Val: -3.3680 | LR: 3.5e-06 | No-improve: 34
Epoch  695 | Train: -3.2791 | Val: -3.3674 | LR: 3.5e-06 | No-improve: 35
Epoch  696 | Train: -3.2802 | Val: -3.3673 | LR: 3.5e-06 | No-improve: 36
Epoch  697 | Train: -3.2813 | Val: -3.3654 | LR: 3.5e-06 | No-improve: 37
Epoch  698 | Train: -3.2803 | Val: -3.3667 | LR: 3.5e-06 | No-improve: 38
Epoch  699 | Train: -3.2795 | Val: -3.3684 | LR: 3.5e-06 | No-improve: 39
Epoch  700 | Train: -3.2817 | Val: -3.3670 | LR: 3.5e-06 | No-improve: 40
Epoch  701 | Train: -3.2818 | Val: -3.3676 | LR: 3.5e-06 | No-improve: 41
Epoch  702 | Train: -3.2806 | Val: -3.3675 | LR: 3.5e-06 | No-improve: 42
Epoch  703 | Train: -3.2805 | Val: -3.3665 | LR: 3.5e-06 | No-improve: 43
Epoch  704 | Train: -3.2801 | Val: -3.3654 | LR: 3.5e-06 | No-improve: 44
Epoch  705 | Train: -3.2799 | Val: -3.3644 | LR: 3.5e-06 | No-improve: 45
Epoch  706 | Train: -3.2813 | Val: -3.3680 | LR: 3.5e-06 | No-improve: 46
Epoch  707 | Train: -3.2823 | Val: -3.3682 | LR: 3.5e-06 | No-improve: 47
Epoch  708 | Train: -3.2828 | Val: -3.3689 | LR: 3.5e-06 | No-improve: 0
Epoch  709 | Train: -3.2811 | Val: -3.3665 | LR: 3.5e-06 | No-improve: 1
Epoch  710 | Train: -3.2813 | Val: -3.3672 | LR: 3.5e-06 | No-improve: 2
Epoch  711 | Train: -3.2819 | Val: -3.3680 | LR: 3.5e-06 | No-improve: 3
Epoch  712 | Train: -3.2792 | Val: -3.3665 | LR: 3.5e-06 | No-improve: 4
Epoch  713 | Train: -3.2803 | Val: -3.3680 | LR: 3.5e-06 | No-improve: 5
Epoch  714 | Train: -3.2812 | Val: -3.3682 | LR: 3.5e-06 | No-improve: 6
Epoch  715 | Train: -3.2805 | Val: -3.3626 | LR: 3.5e-06 | No-improve: 7
Epoch  716 | Train: -3.2786 | Val: -3.3670 | LR: 3.5e-06 | No-improve: 8
Epoch  717 | Train: -3.2825 | Val: -3.3668 | LR: 3.5e-06 | No-improve: 9
Epoch  718 | Train: -3.2812 | Val: -3.3677 | LR: 3.5e-06 | No-improve: 10
Epoch  719 | Train: -3.2825 | Val: -3.3676 | LR: 3.5e-06 | No-improve: 11
Epoch  720 | Train: -3.2807 | Val: -3.3685 | LR: 3.5e-06 | No-improve: 12
Epoch  721 | Train: -3.2806 | Val: -3.3674 | LR: 3.5e-06 | No-improve: 13
Epoch  722 | Train: -3.2822 | Val: -3.3668 | LR: 3.5e-06 | No-improve: 14
Epoch  723 | Train: -3.2800 | Val: -3.3694 | LR: 3.5e-06 | No-improve: 0
Epoch  724 | Train: -3.2823 | Val: -3.3689 | LR: 3.5e-06 | No-improve: 1
Epoch  725 | Train: -3.2820 | Val: -3.3667 | LR: 3.5e-06 | No-improve: 2
Epoch  726 | Train: -3.2795 | Val: -3.3684 | LR: 3.5e-06 | No-improve: 3
Epoch  727 | Train: -3.2807 | Val: -3.3675 | LR: 3.5e-06 | No-improve: 4
Epoch  728 | Train: -3.2816 | Val: -3.3670 | LR: 3.5e-06 | No-improve: 5
Epoch  729 | Train: -3.2817 | Val: -3.3669 | LR: 3.5e-06 | No-improve: 6
Epoch  730 | Train: -3.2809 | Val: -3.3673 | LR: 3.5e-06 | No-improve: 7
Epoch  731 | Train: -3.2824 | Val: -3.3669 | LR: 3.5e-06 | No-improve: 8
Epoch  732 | Train: -3.2814 | Val: -3.3684 | LR: 3.5e-06 | No-improve: 9
Epoch  733 | Train: -3.2810 | Val: -3.3695 | LR: 3.5e-06 | No-improve: 0
Epoch  734 | Train: -3.2851 | Val: -3.3688 | LR: 3.5e-06 | No-improve: 1
Epoch  735 | Train: -3.2844 | Val: -3.3685 | LR: 3.5e-06 | No-improve: 2
Epoch  736 | Train: -3.2825 | Val: -3.3675 | LR: 3.5e-06 | No-improve: 3
Epoch  737 | Train: -3.2814 | Val: -3.3690 | LR: 3.5e-06 | No-improve: 4
Epoch  738 | Train: -3.2821 | Val: -3.3682 | LR: 3.5e-06 | No-improve: 5
Epoch  739 | Train: -3.2799 | Val: -3.3674 | LR: 3.5e-06 | No-improve: 6
Epoch  740 | Train: -3.2840 | Val: -3.3706 | LR: 3.5e-06 | No-improve: 0
Epoch  741 | Train: -3.2808 | Val: -3.3682 | LR: 3.5e-06 | No-improve: 1
Epoch  742 | Train: -3.2819 | Val: -3.3671 | LR: 3.5e-06 | No-improve: 2
Epoch  743 | Train: -3.2832 | Val: -3.3670 | LR: 3.5e-06 | No-improve: 3
Epoch  744 | Train: -3.2817 | Val: -3.3679 | LR: 3.5e-06 | No-improve: 4
Epoch  745 | Train: -3.2834 | Val: -3.3650 | LR: 3.5e-06 | No-improve: 5
Epoch  746 | Train: -3.2819 | Val: -3.3665 | LR: 3.5e-06 | No-improve: 6
Epoch  747 | Train: -3.2819 | Val: -3.3633 | LR: 3.5e-06 | No-improve: 7
Epoch  748 | Train: -3.2818 | Val: -3.3688 | LR: 3.5e-06 | No-improve: 8
Epoch  749 | Train: -3.2814 | Val: -3.3668 | LR: 3.5e-06 | No-improve: 9
Epoch  750 | Train: -3.2832 | Val: -3.3683 | LR: 3.5e-06 | No-improve: 10
Epoch  751 | Train: -3.2811 | Val: -3.3676 | LR: 3.5e-06 | No-improve: 11
Epoch  752 | Train: -3.2815 | Val: -3.3682 | LR: 3.5e-06 | No-improve: 12
Epoch  753 | Train: -3.2820 | Val: -3.3684 | LR: 3.5e-06 | No-improve: 13
Epoch  754 | Train: -3.2829 | Val: -3.3684 | LR: 3.5e-06 | No-improve: 14
Epoch  755 | Train: -3.2825 | Val: -3.3693 | LR: 3.5e-06 | No-improve: 15
Epoch  756 | Train: -3.2836 | Val: -3.3684 | LR: 3.5e-06 | No-improve: 16
Epoch  757 | Train: -3.2839 | Val: -3.3654 | LR: 3.5e-06 | No-improve: 17
Epoch  758 | Train: -3.2833 | Val: -3.3689 | LR: 3.5e-06 | No-improve: 18
Epoch  759 | Train: -3.2798 | Val: -3.3663 | LR: 3.5e-06 | No-improve: 19
Epoch  760 | Train: -3.2814 | Val: -3.3665 | LR: 3.5e-06 | No-improve: 20
Epoch  761 | Train: -3.2800 | Val: -3.3685 | LR: 3.5e-06 | No-improve: 21
Epoch  762 | Train: -3.2843 | Val: -3.3677 | LR: 3.5e-06 | No-improve: 22
Epoch  763 | Train: -3.2830 | Val: -3.3684 | LR: 3.5e-06 | No-improve: 23
Epoch  764 | Train: -3.2806 | Val: -3.3665 | LR: 3.5e-06 | No-improve: 24
Epoch  765 | Train: -3.2810 | Val: -3.3681 | LR: 3.5e-06 | No-improve: 25
Epoch  766 | Train: -3.2839 | Val: -3.3680 | LR: 3.5e-06 | No-improve: 26
Epoch  767 | Train: -3.2826 | Val: -3.3677 | LR: 3.5e-06 | No-improve: 27
Epoch  768 | Train: -3.2817 | Val: -3.3673 | LR: 3.5e-06 | No-improve: 28
Epoch  769 | Train: -3.2824 | Val: -3.3665 | LR: 3.5e-06 | No-improve: 29
Epoch  770 | Train: -3.2834 | Val: -3.3692 | LR: 3.5e-06 | No-improve: 30
Epoch  771 | Train: -3.2812 | Val: -3.3693 | LR: 1.7e-06 | No-improve: 31
Epoch  772 | Train: -3.2834 | Val: -3.3694 | LR: 1.7e-06 | No-improve: 32
Epoch  773 | Train: -3.2831 | Val: -3.3672 | LR: 1.7e-06 | No-improve: 33
Epoch  774 | Train: -3.2833 | Val: -3.3704 | LR: 1.7e-06 | No-improve: 34
Epoch  775 | Train: -3.2832 | Val: -3.3693 | LR: 1.7e-06 | No-improve: 35
Epoch  776 | Train: -3.2844 | Val: -3.3695 | LR: 1.7e-06 | No-improve: 36
Epoch  777 | Train: -3.2832 | Val: -3.3684 | LR: 1.7e-06 | No-improve: 37
Epoch  778 | Train: -3.2830 | Val: -3.3702 | LR: 1.7e-06 | No-improve: 38
Epoch  779 | Train: -3.2845 | Val: -3.3707 | LR: 1.7e-06 | No-improve: 0
Epoch  780 | Train: -3.2843 | Val: -3.3694 | LR: 1.7e-06 | No-improve: 1
Epoch  781 | Train: -3.2847 | Val: -3.3691 | LR: 1.7e-06 | No-improve: 2
Epoch  782 | Train: -3.2839 | Val: -3.3674 | LR: 1.7e-06 | No-improve: 3
Epoch  783 | Train: -3.2840 | Val: -3.3705 | LR: 1.7e-06 | No-improve: 4
Epoch  784 | Train: -3.2858 | Val: -3.3707 | LR: 1.7e-06 | No-improve: 5
Epoch  785 | Train: -3.2842 | Val: -3.3695 | LR: 1.7e-06 | No-improve: 6
Epoch  786 | Train: -3.2841 | Val: -3.3675 | LR: 1.7e-06 | No-improve: 7
Epoch  787 | Train: -3.2853 | Val: -3.3702 | LR: 1.7e-06 | No-improve: 8
Epoch  788 | Train: -3.2843 | Val: -3.3695 | LR: 1.7e-06 | No-improve: 9
Epoch  789 | Train: -3.2848 | Val: -3.3701 | LR: 1.7e-06 | No-improve: 10
Epoch  790 | Train: -3.2858 | Val: -3.3701 | LR: 1.7e-06 | No-improve: 11
Epoch  791 | Train: -3.2848 | Val: -3.3698 | LR: 1.7e-06 | No-improve: 12
Epoch  792 | Train: -3.2860 | Val: -3.3697 | LR: 1.7e-06 | No-improve: 13
Epoch  793 | Train: -3.2854 | Val: -3.3692 | LR: 1.7e-06 | No-improve: 14
Epoch  794 | Train: -3.2840 | Val: -3.3698 | LR: 1.7e-06 | No-improve: 15
Epoch  795 | Train: -3.2835 | Val: -3.3687 | LR: 1.7e-06 | No-improve: 16
Epoch  796 | Train: -3.2852 | Val: -3.3700 | LR: 1.7e-06 | No-improve: 17
Epoch  797 | Train: -3.2851 | Val: -3.3701 | LR: 1.7e-06 | No-improve: 18
Epoch  798 | Train: -3.2848 | Val: -3.3693 | LR: 1.7e-06 | No-improve: 19
Epoch  799 | Train: -3.2849 | Val: -3.3689 | LR: 1.7e-06 | No-improve: 20
Epoch  800 | Train: -3.2839 | Val: -3.3708 | LR: 1.7e-06 | No-improve: 0
Epoch  801 | Train: -3.2849 | Val: -3.3703 | LR: 1.7e-06 | No-improve: 1
Epoch  802 | Train: -3.2865 | Val: -3.3702 | LR: 1.7e-06 | No-improve: 2
Epoch  803 | Train: -3.2841 | Val: -3.3699 | LR: 1.7e-06 | No-improve: 3
Epoch  804 | Train: -3.2846 | Val: -3.3690 | LR: 1.7e-06 | No-improve: 4
Epoch  805 | Train: -3.2850 | Val: -3.3695 | LR: 1.7e-06 | No-improve: 5
Epoch  806 | Train: -3.2856 | Val: -3.3690 | LR: 1.7e-06 | No-improve: 6
Epoch  807 | Train: -3.2852 | Val: -3.3715 | LR: 1.7e-06 | No-improve: 0
Epoch  808 | Train: -3.2849 | Val: -3.3703 | LR: 1.7e-06 | No-improve: 1
Epoch  809 | Train: -3.2864 | Val: -3.3706 | LR: 1.7e-06 | No-improve: 2
Epoch  810 | Train: -3.2837 | Val: -3.3698 | LR: 1.7e-06 | No-improve: 3
Epoch  811 | Train: -3.2841 | Val: -3.3707 | LR: 1.7e-06 | No-improve: 4
Epoch  812 | Train: -3.2843 | Val: -3.3707 | LR: 1.7e-06 | No-improve: 5
Epoch  813 | Train: -3.2849 | Val: -3.3699 | LR: 1.7e-06 | No-improve: 6
Epoch  814 | Train: -3.2854 | Val: -3.3695 | LR: 1.7e-06 | No-improve: 7
Epoch  815 | Train: -3.2846 | Val: -3.3693 | LR: 1.7e-06 | No-improve: 8
Epoch  816 | Train: -3.2851 | Val: -3.3706 | LR: 1.7e-06 | No-improve: 9
Epoch  817 | Train: -3.2851 | Val: -3.3699 | LR: 1.7e-06 | No-improve: 10
Epoch  818 | Train: -3.2848 | Val: -3.3696 | LR: 1.7e-06 | No-improve: 11
Epoch  819 | Train: -3.2843 | Val: -3.3691 | LR: 1.7e-06 | No-improve: 12
Epoch  820 | Train: -3.2840 | Val: -3.3711 | LR: 1.7e-06 | No-improve: 13
Epoch  821 | Train: -3.2853 | Val: -3.3707 | LR: 1.7e-06 | No-improve: 14
Epoch  822 | Train: -3.2864 | Val: -3.3709 | LR: 1.7e-06 | No-improve: 15
Epoch  823 | Train: -3.2852 | Val: -3.3702 | LR: 1.7e-06 | No-improve: 16
Epoch  824 | Train: -3.2852 | Val: -3.3712 | LR: 1.7e-06 | No-improve: 17
Epoch  825 | Train: -3.2865 | Val: -3.3696 | LR: 1.7e-06 | No-improve: 18
Epoch  826 | Train: -3.2850 | Val: -3.3700 | LR: 1.7e-06 | No-improve: 19
Epoch  827 | Train: -3.2836 | Val: -3.3690 | LR: 1.7e-06 | No-improve: 20
Epoch  828 | Train: -3.2843 | Val: -3.3686 | LR: 1.7e-06 | No-improve: 21
Epoch  829 | Train: -3.2839 | Val: -3.3670 | LR: 1.7e-06 | No-improve: 22
Epoch  830 | Train: -3.2845 | Val: -3.3715 | LR: 1.7e-06 | No-improve: 23
Epoch  831 | Train: -3.2849 | Val: -3.3702 | LR: 1.7e-06 | No-improve: 24
Epoch  832 | Train: -3.2835 | Val: -3.3692 | LR: 1.7e-06 | No-improve: 25
Epoch  833 | Train: -3.2851 | Val: -3.3709 | LR: 1.7e-06 | No-improve: 26
Epoch  834 | Train: -3.2859 | Val: -3.3715 | LR: 1.7e-06 | No-improve: 0
Epoch  835 | Train: -3.2843 | Val: -3.3706 | LR: 1.7e-06 | No-improve: 1
Epoch  836 | Train: -3.2844 | Val: -3.3711 | LR: 1.7e-06 | No-improve: 2
Epoch  837 | Train: -3.2844 | Val: -3.3706 | LR: 1.7e-06 | No-improve: 3
Epoch  838 | Train: -3.2867 | Val: -3.3704 | LR: 1.7e-06 | No-improve: 4
Epoch  839 | Train: -3.2859 | Val: -3.3706 | LR: 1.7e-06 | No-improve: 5
Epoch  840 | Train: -3.2861 | Val: -3.3706 | LR: 1.7e-06 | No-improve: 6
Epoch  841 | Train: -3.2863 | Val: -3.3708 | LR: 1.7e-06 | No-improve: 7
Epoch  842 | Train: -3.2844 | Val: -3.3695 | LR: 1.7e-06 | No-improve: 8
Epoch  843 | Train: -3.2862 | Val: -3.3709 | LR: 1.7e-06 | No-improve: 9
Epoch  844 | Train: -3.2836 | Val: -3.3697 | LR: 1.7e-06 | No-improve: 10
Epoch  845 | Train: -3.2858 | Val: -3.3698 | LR: 1.7e-06 | No-improve: 11
Epoch  846 | Train: -3.2853 | Val: -3.3683 | LR: 1.7e-06 | No-improve: 12
Epoch  847 | Train: -3.2844 | Val: -3.3711 | LR: 1.7e-06 | No-improve: 13
Epoch  848 | Train: -3.2852 | Val: -3.3701 | LR: 1.7e-06 | No-improve: 14
Epoch  849 | Train: -3.2855 | Val: -3.3694 | LR: 1.7e-06 | No-improve: 15
Epoch  850 | Train: -3.2839 | Val: -3.3684 | LR: 1.7e-06 | No-improve: 16
Epoch  851 | Train: -3.2822 | Val: -3.3695 | LR: 1.7e-06 | No-improve: 17
Epoch  852 | Train: -3.2858 | Val: -3.3705 | LR: 1.7e-06 | No-improve: 18
Epoch  853 | Train: -3.2856 | Val: -3.3712 | LR: 1.7e-06 | No-improve: 19
Epoch  854 | Train: -3.2850 | Val: -3.3702 | LR: 1.7e-06 | No-improve: 20
Epoch  855 | Train: -3.2849 | Val: -3.3703 | LR: 1.7e-06 | No-improve: 21
Epoch  856 | Train: -3.2853 | Val: -3.3701 | LR: 1.7e-06 | No-improve: 22
Epoch  857 | Train: -3.2852 | Val: -3.3706 | LR: 1.7e-06 | No-improve: 23
Epoch  858 | Train: -3.2863 | Val: -3.3710 | LR: 1.7e-06 | No-improve: 24
Epoch  859 | Train: -3.2856 | Val: -3.3690 | LR: 1.7e-06 | No-improve: 25
Epoch  860 | Train: -3.2854 | Val: -3.3720 | LR: 1.7e-06 | No-improve: 0
Epoch  861 | Train: -3.2838 | Val: -3.3720 | LR: 1.7e-06 | No-improve: 0
Epoch  862 | Train: -3.2859 | Val: -3.3702 | LR: 1.7e-06 | No-improve: 1
Epoch  863 | Train: -3.2884 | Val: -3.3706 | LR: 1.7e-06 | No-improve: 2
Epoch  864 | Train: -3.2867 | Val: -3.3712 | LR: 1.7e-06 | No-improve: 3
Epoch  865 | Train: -3.2845 | Val: -3.3711 | LR: 1.7e-06 | No-improve: 4
Epoch  866 | Train: -3.2864 | Val: -3.3687 | LR: 1.7e-06 | No-improve: 5
Epoch  867 | Train: -3.2847 | Val: -3.3698 | LR: 1.7e-06 | No-improve: 6
Epoch  868 | Train: -3.2837 | Val: -3.3710 | LR: 1.7e-06 | No-improve: 7
Epoch  869 | Train: -3.2869 | Val: -3.3696 | LR: 1.7e-06 | No-improve: 8
Epoch  870 | Train: -3.2840 | Val: -3.3703 | LR: 1.7e-06 | No-improve: 9
Epoch  871 | Train: -3.2844 | Val: -3.3707 | LR: 1.7e-06 | No-improve: 10
Epoch  872 | Train: -3.2849 | Val: -3.3707 | LR: 1.7e-06 | No-improve: 11
Epoch  873 | Train: -3.2874 | Val: -3.3712 | LR: 1.7e-06 | No-improve: 12
Epoch  874 | Train: -3.2845 | Val: -3.3686 | LR: 1.7e-06 | No-improve: 13
Epoch  875 | Train: -3.2860 | Val: -3.3712 | LR: 1.7e-06 | No-improve: 14
Epoch  876 | Train: -3.2847 | Val: -3.3693 | LR: 1.7e-06 | No-improve: 15
Epoch  877 | Train: -3.2855 | Val: -3.3692 | LR: 1.7e-06 | No-improve: 16
Epoch  878 | Train: -3.2850 | Val: -3.3702 | LR: 1.7e-06 | No-improve: 17
Epoch  879 | Train: -3.2848 | Val: -3.3711 | LR: 1.7e-06 | No-improve: 18
Epoch  880 | Train: -3.2847 | Val: -3.3712 | LR: 1.7e-06 | No-improve: 19
Epoch  881 | Train: -3.2833 | Val: -3.3681 | LR: 1.7e-06 | No-improve: 20
Epoch  882 | Train: -3.2853 | Val: -3.3704 | LR: 1.7e-06 | No-improve: 21
Epoch  883 | Train: -3.2887 | Val: -3.3718 | LR: 1.7e-06 | No-improve: 22
Epoch  884 | Train: -3.2881 | Val: -3.3677 | LR: 1.7e-06 | No-improve: 23
Epoch  885 | Train: -3.2877 | Val: -3.3711 | LR: 1.7e-06 | No-improve: 24
Epoch  886 | Train: -3.2851 | Val: -3.3709 | LR: 1.7e-06 | No-improve: 25
Epoch  887 | Train: -3.2849 | Val: -3.3706 | LR: 1.7e-06 | No-improve: 26
Epoch  888 | Train: -3.2845 | Val: -3.3712 | LR: 1.7e-06 | No-improve: 27
Epoch  889 | Train: -3.2853 | Val: -3.3710 | LR: 1.7e-06 | No-improve: 28
Epoch  890 | Train: -3.2866 | Val: -3.3711 | LR: 1.7e-06 | No-improve: 29
Epoch  891 | Train: -3.2865 | Val: -3.3709 | LR: 1.7e-06 | No-improve: 30
Epoch  892 | Train: -3.2867 | Val: -3.3718 | LR: 1.7e-06 | No-improve: 31
Epoch  893 | Train: -3.2857 | Val: -3.3720 | LR: 1.7e-06 | No-improve: 32
Epoch  894 | Train: -3.2857 | Val: -3.3697 | LR: 1.7e-06 | No-improve: 33
Epoch  895 | Train: -3.2862 | Val: -3.3705 | LR: 1.7e-06 | No-improve: 34
Epoch  896 | Train: -3.2856 | Val: -3.3704 | LR: 1.7e-06 | No-improve: 35
Epoch  897 | Train: -3.2863 | Val: -3.3714 | LR: 1.7e-06 | No-improve: 36
Epoch  898 | Train: -3.2879 | Val: -3.3713 | LR: 1.7e-06 | No-improve: 37
Epoch  899 | Train: -3.2854 | Val: -3.3714 | LR: 1.7e-06 | No-improve: 38
Epoch  900 | Train: -3.2856 | Val: -3.3712 | LR: 1.7e-06 | No-improve: 39
Epoch  901 | Train: -3.2863 | Val: -3.3707 | LR: 1.7e-06 | No-improve: 40
Epoch  902 | Train: -3.2843 | Val: -3.3704 | LR: 1.7e-06 | No-improve: 41
Epoch  903 | Train: -3.2853 | Val: -3.3702 | LR: 1.7e-06 | No-improve: 42
Epoch  904 | Train: -3.2851 | Val: -3.3687 | LR: 1.7e-06 | No-improve: 43
Epoch  905 | Train: -3.2852 | Val: -3.3702 | LR: 1.7e-06 | No-improve: 44
Epoch  906 | Train: -3.2845 | Val: -3.3683 | LR: 1.7e-06 | No-improve: 45
Epoch  907 | Train: -3.2860 | Val: -3.3701 | LR: 1.7e-06 | No-improve: 46
Epoch  908 | Train: -3.2860 | Val: -3.3684 | LR: 1.7e-06 | No-improve: 47
